"cust_id","state","zip","speeddown","speedup","last","numords","dollars","sincepurch","oldmodel","refurb","eightvalve","type","income","medhvalue","buy1","training"
22629,"Georgia",30252,97.3,4.3,13,2,185,14,0,0,1,"other",0.71962,1.676,0,1
37344,"New York",13101,34,2,28,2,144,26,1,0,1,"quickservice",0.57279,0.93,0,0
8130,"North Carolina",27504,31.9,2.3,9,5,82,13,0,0,0,"quickservice",0.45724,1.209,0,1
54435,"Pennsylvania",16434,5.4,0.3,13,2,27,33,1,0,0,"other",0.40552,0.973,0,1
26234,"California",94503,80.4,20.1,14,2,74,30,1,0,0,"quickservice",0.82746,3.303,0,0
6228,"California",95376,91,22.7,2,2,78,17,0,0,0,"quickservice",0.63374,2.254,0,1
16573,"West Virginia",26385,24.4,1.5,18,2,59,27,0,1,0,"quickservice",0.45577,1.041,0,1
63928,"Pennsylvania",16726,7.2,1,27,1,106,34,1,0,0,"fastcasual",0.55147,0.692,0,1
18787,"Kentucky",42286,18.3,1.1,16,2,89,37,1,0,0,"fastcasual",0.48382,0.903,0,1
16926,"Texas",77511,63.3,6.4,33,1,60,21,0,0,0,"quickservice",0.52507,1.096,0,1
11943,"California",95131,86.2,21.5,22,2,20,7,0,0,0,"fastcasual",1.04919,5.182,0,1
14071,"Georgia",30513,30.8,1.8,26,2,209,14,0,0,1,"fastcasual",0.29751,1.655,0,1
7561,"Missouri",65285,14,0.4,10,1,107,10,0,0,0,"quickservice",0.54236,1.364,0,0
32693,"Pennsylvania",17951,76.3,38,20,2,11,10,0,0,0,"fastcasual",0.48571,1.26,0,1
31991,"Missouri",65712,3.6,0.5,10,3,189,28,0,0,1,"other",0.43116,0.999,0,1
60881,"Kansas",67205,54.2,5.4,31,2,219,14,0,0,0,"quickservice",1.0055,2.18,0,1
67199,"California",92324,42.6,2.5,11,5,116,12,0,0,0,"quickservice",0.41198,1.606,0,0
40540,"Arizona",85739,38.1,3.6,4,3,39,15,0,0,0,"quickservice",0.58376,2.96,0,1
58771,"Missouri",64505,11.5,0.9,10,1,138,28,1,0,1,"other",0.45996,1.101,0,1
72035,"Iowa",51104,48.7,1.5,36,5,132,27,0,0,0,"quickservice",0.52662,1.158,0,0
44259,"Indiana",46818,60.1,6.1,17,1,17,4,0,0,1,"quickservice",0.55848,1.271,0,1
49464,"Ohio",45806,36.3,2.2,28,1,50,47,0,1,0,"quickservice",0.53764,1.205,0,0
22503,"California",92257,0,0,24,5,78,38,1,0,0,"quickservice",0.16082,0.478,0,1
6603,"Iowa",52202,17.1,1.4,16,4,60,21,0,0,0,"quickservice",0.67321,1.585,0,0
25606,"California",90660,42.2,2.5,31,1,46,26,1,0,1,"quickservice",0.57605,3.3,0,1
31884,"Michigan",49710,60.8,1.8,16,1,94,38,0,1,0,"fastcasual",0.6125,1.596,0,0
74496,"Michigan",48177,92.6,2.8,11,1,50,11,0,0,1,"quickservice",0.40197,1.875,0,0
39877,"Indiana",47150,47.8,2.9,5,1,80,35,0,1,0,"quickservice",0.43417,1.249,0,0
3510,"Virginia",22556,86.4,8.6,15,1,17,15,0,0,0,"quickservice",1.01463,2.939,0,0
28624,"California",95312,49.2,12.3,33,1,100,29,1,0,0,"quickservice",0.5175,1.375,0,0
32339,"New York",11373,50,8.4,18,2,81,19,0,0,0,"quickservice",0.47667,4.996,0,1
45875,"Texas",76053,87.6,3,19,1,74,34,1,0,0,"other",0.44977,1.158,0,1
74088,"Ohio",45415,48.3,2.9,6,5,61,24,0,0,1,"quickservice",0.55356,1.234,0,1
27117,"Utah",84070,85.1,8.5,15,5,75,24,0,0,1,"quickservice",0.58389,2.059,0,1
8676,"California",91342,46.7,2.8,15,2,24,23,0,1,0,"quickservice",0.59329,3.224,0,0
35640,"California",94086,67.5,16.9,17,2,89,36,0,1,0,"other",0.96919,6.662,0,0
59135,"North Carolina",28578,27.9,1.7,27,1,20,15,0,0,0,"quickservice",0.41333,0.653,0,1
51861,"California",93307,43.4,2.6,23,2,40,30,1,0,0,"quickservice",0.33711,1.097,0,1
16155,"Ohio",43845,40.3,2.4,34,1,90,33,0,1,0,"fastcasual",0.45303,0.857,0,1
63883,"Washington",98407,93.6,9.4,19,1,120,31,1,0,1,"quickservice",0.66833,2.922,1,0
49777,"Pennsylvania",16127,46.6,5.9,17,2,84,9,0,0,0,"quickservice",0.49222,1.394,0,0
74672,"Arizona",86334,34.7,1,21,2,89,19,0,0,1,"quickservice",0.41402,1.293,0,0
6410,"Idaho",83272,0,0,11,1,220,38,1,0,0,"fastcasual",0.45404,1.375,0,0
6254,"North Carolina",28449,24.8,3,13,1,40,32,0,1,0,"other",0.67284,3.731,0,1
24229,"Texas",78501,10,1.5,20,2,38,18,0,0,0,"fastcasual",0.31214,0.912,0,0
21298,"Florida",32949,50,10,15,1,33,20,0,0,0,"other",0.58125,2.452,0,0
28990,"Illinois",60804,87.2,8.7,15,1,103,18,1,0,1,"fastcasual",0.44177,1.572,0,1
68421,"Utah",84627,0,0,10,3,174,8,0,0,0,"quickservice",0.43506,1.87,0,1
20789,"Illinois",62656,43.1,4.4,27,1,30,40,0,1,0,"quickservice",0.42966,0.971,0,1
27066,"New Jersey",7055,100,10.1,33,4,294,20,0,0,0,"fastcasual",0.32104,3.284,0,0
41007,"California",90002,49.1,2.9,23,1,14,14,0,0,0,"fastcasual",0.31258,2.161,0,1
59957,"Alabama",36116,99,3,17,4,56,35,0,1,0,"quickservice",0.42861,1.102,0,1
58131,"North Carolina",27837,9.3,0.8,16,4,131,11,0,0,0,"other",0.5925,1.549,0,1
3137,"Wisconsin",54005,1.4,0.1,23,2,204,16,0,0,1,"other",0.52857,1.491,0,0
74905,"Florida",33954,77.4,7.7,18,1,24,21,1,0,0,"quickservice",0.53865,1.44,0,1
34467,"Maryland",21869,64,6.4,18,2,77,20,0,0,1,"quickservice",0.51833,1.27,0,1
68917,"Pennsylvania",17834,50,1.5,16,1,70,18,0,1,0,"quickservice",0.45772,0.876,0,1
25050,"Indiana",46312,73.9,7.4,15,3,95,11,0,0,1,"quickservice",0.27583,0.829,0,1
60205,"Ohio",44122,48,2.9,4,3,154,24,0,1,0,"other",0.74054,2.327,0,1
61142,"Ohio",43220,50,3,11,3,72,3,0,0,0,"quickservice",0.58199,2.548,0,1
1928,"Texas",77494,53.6,5.4,18,3,239,21,0,1,0,"other",1.26425,2.621,0,1
12,"Alabama",35053,27.7,0.8,35,1,36,44,1,0,0,"quickservice",0.38885,0.999,0,1
9931,"Texas",77622,2.3,0.4,23,4,73,23,0,1,0,"quickservice",0.84766,1.261,0,0
69233,"Kansas",66217,85.6,2.6,25,2,86,6,0,0,0,"fastcasual",0.56884,2.963,0,0
67545,"Montana",59834,2.3,0.2,37,4,87,10,0,0,0,"quickservice",0.76488,2.18,0,1
29040,"New Hampshire",3431,43.1,4.7,32,1,14,14,0,0,0,"other",0.51744,1.896,0,1
3237,"South Carolina",29379,87.4,2.6,26,1,10,8,0,0,1,"quickservice",0.35121,0.761,0,0
68043,"Florida",32808,50,10,23,4,102,41,0,1,0,"quickservice",0.33511,0.882,0,1
63874,"Virginia",24566,7.4,1.1,21,5,578,12,0,0,1,"quickservice",0.40027,0.866,0,1
8098,"Texas",78946,0.2,0,21,1,10,4,0,0,0,"quickservice",0.46719,0.895,0,1
12708,"Connecticut",6515,92.8,44.9,13,3,54,11,0,0,0,"quickservice",0.51611,2.345,0,0
53970,"Pennsylvania",15655,74.2,37.1,13,3,163,35,0,1,1,"quickservice",0.76859,1.476,0,1
57509,"California",95828,92.5,23.1,21,3,70,8,0,0,0,"quickservice",0.4682,1.541,0,1
72231,"Virginia",23222,85.4,8.5,22,3,91,15,0,0,1,"fastcasual",0.34234,1.24,0,1
73971,"California",96101,0,0,18,1,17,31,0,1,1,"quickservice",0.37148,1.67,0,1
34643,"Maryland",20630,49,2.9,35,3,42,34,1,0,0,"fastcasual",1.18646,3.597,1,1
13835,"Maryland",20737,69.8,7,20,5,158,14,0,0,0,"quickservice",0.59427,2.279,0,1
35539,"North Carolina",28073,48.3,2.9,27,1,94,21,0,0,0,"quickservice",0.37798,0.771,0,1
70142,"Minnesota",55334,29.2,2.9,14,2,39,7,0,0,0,"quickservice",0.47652,1.145,0,0
8411,"Indiana",46148,30.3,2.8,30,3,126,6,0,0,0,"fastcasual",0.46305,1.044,0,1
528,"California",95928,61.7,15.4,6,3,276,15,0,0,0,"quickservice",0.45224,2.946,0,0
40882,"Ohio",44473,23.1,1.5,21,1,7,15,0,0,0,"quickservice",0.43622,1.068,0,0
57292,"Pennsylvania",17729,52.6,17,8,1,14,12,0,0,0,"other",0.37917,1.444,0,1
62836,"California",94107,72.7,18.2,18,4,157,20,1,0,0,"fastcasual",1.14439,7.197,1,1
50156,"Hawaii",96743,47,2.8,18,2,114,37,1,0,1,"other",0.58392,4.297,0,1
42479,"Mississippi",39401,51.5,5.1,35,1,20,10,0,0,0,"fastcasual",0.27342,0.91,0,1
8795,"Nevada",89104,100,10,17,4,396,19,0,0,0,"fastcasual",0.34184,0.903,0,0
21532,"New York",10454,99.6,10,32,1,10,16,0,0,0,"quickservice",0.20232,3.86,0,1
36179,"North Carolina",28027,50,3,19,1,64,41,1,0,1,"quickservice",0.59257,1.784,0,1
7492,"Wisconsin",53149,49.7,3,4,5,203,8,0,0,0,"quickservice",0.78876,2.688,0,0
37416,"Texas",75237,57,3,29,1,17,39,1,0,1,"quickservice",0.29787,1.045,0,0
1090,"New Jersey",7108,100,10.9,16,2,66,31,1,0,1,"quickservice",0.27616,2.024,0,0
13696,"Florida",32404,68.3,6.6,4,1,4,12,0,0,0,"fastcasual",0.50665,1.428,0,1
33153,"Alabama",35178,33.2,1.4,27,2,119,17,0,0,0,"quickservice",0.51434,0.865,0,1
65115,"Illinois",60408,82.4,8.3,35,2,100,26,0,0,1,"quickservice",0.64292,1.648,0,0
27262,"Connecticut",6415,93.1,46.4,29,2,64,15,0,0,0,"quickservice",0.97656,2.775,0,0
64912,"West Virginia",26623,16,3.2,27,1,90,22,0,0,0,"quickservice",0.28839,0.798,0,1
39215,"Georgia",31701,46.1,2.8,11,1,50,27,0,0,0,"quickservice",0.20872,0.781,0,0
72622,"Arizona",86323,40.7,1.2,21,1,24,24,0,0,0,"fastcasual",0.42922,1.638,0,1
43997,"Michigan",49712,79.6,2.4,27,3,112,15,0,0,1,"quickservice",0.46356,1.486,0,1
50172,"Virginia",23703,86.6,8.7,8,2,39,37,0,1,1,"quickservice",0.60427,2.183,0,1
5510,"New York",13815,33.8,2,24,1,24,17,0,1,1,"fastcasual",0.39818,0.876,0,1
62757,"California",95949,23.8,4.6,22,1,6,7,0,0,1,"quickservice",0.62224,3.43,0,1
71411,"Wyoming",82336,0,0,16,2,124,14,0,0,0,"quickservice",0.57115,0.791,0,1
51349,"New Mexico",87002,46.3,4.6,18,1,40,5,0,0,0,"quickservice",0.37373,1.266,0,0
22797,"Arkansas",72758,99.1,9.9,23,1,37,20,0,0,0,"quickservice",0.61539,1.664,0,1
3248,"Washington",99170,0.2,0,26,1,20,21,0,0,0,"quickservice",0.42865,1.529,0,0
74882,"Illinois",61260,4.8,1,20,2,34,15,0,0,0,"fastcasual",0.62025,0.809,0,1
12433,"Minnesota",55082,60.2,6,4,1,20,35,0,1,0,"quickservice",0.75425,2.938,0,1
51456,"Nevada",89032,100,10,16,2,146,27,1,0,1,"fastcasual",0.51734,1.246,0,1
74716,"Florida",34759,48.7,9.8,14,4,122,32,1,0,1,"other",0.42163,1.24,0,0
24256,"Ohio",44053,45.8,2.7,21,2,76,13,0,0,0,"fastcasual",0.43855,1.387,0,1
52134,"Mississippi",38855,30.5,3.1,22,2,29,37,0,1,0,"quickservice",0.33403,0.865,0,0
42952,"California",93286,0.4,0.1,18,1,14,15,0,0,1,"other",0.39783,1.419,0,1
68020,"Pennsylvania",17025,66.3,33.1,23,3,78,36,0,1,1,"quickservice",0.62788,1.755,0,1
26402,"California",92880,66.6,2.5,11,4,111,43,0,1,0,"quickservice",1.00452,3.765,0,1
46195,"North Carolina",27514,49.4,3,21,2,139,11,0,0,0,"quickservice",0.56333,3.914,0,0
13392,"Wisconsin",53120,36.5,2,8,1,64,34,1,0,0,"fastcasual",0.63319,2.186,0,1
72091,"Missouri",65713,4,0.6,10,3,84,3,0,0,0,"quickservice",0.41663,0.846,0,0
6294,"California",92804,50,3,29,2,76,10,0,0,0,"quickservice",0.53293,3.626,0,0
18694,"Iowa",52342,38.6,1.6,18,4,200,12,0,0,0,"quickservice",0.42059,0.864,0,1
33121,"Virginia",22722,8,1.2,9,2,74,26,1,0,0,"fastcasual",0.73313,2.894,0,0
71846,"Ohio",45692,33.4,2,28,1,16,16,0,0,0,"quickservice",0.3375,0.81,0,0
31636,"California",92627,48.1,2.9,25,1,8,23,0,1,0,"quickservice",0.58167,5.485,0,1
9203,"Texas",79329,0.1,0,38,1,20,38,0,1,1,"fastcasual",0.62472,1.178,0,1
43851,"Michigan",48917,73,7.3,28,2,49,20,0,1,0,"quickservice",0.5183,1.38,0,0
66516,"Indiana",46135,27.6,2.8,24,2,60,25,0,0,0,"quickservice",0.46754,1.29,0,1
37979,"Texas",78363,0,0,37,3,124,17,0,0,1,"quickservice",0.40413,0.751,0,1
12197,"Pennsylvania",15052,86.3,43.1,37,5,116,12,0,0,0,"quickservice",0.53333,1.02,0,0
15601,"Minnesota",56097,8.5,0.5,18,1,70,37,1,0,1,"quickservice",0.44727,0.937,0,1
19071,"Florida",33611,49.1,9.8,14,1,18,34,0,1,0,"quickservice",0.54021,1.778,0,1
19199,"Colorado",81413,0,0,35,1,269,19,0,0,1,"quickservice",0.38778,2.099,0,0
36152,"Kentucky",42366,25.5,1.5,9,2,24,14,0,0,0,"quickservice",0.6317,1.374,0,1
42936,"Texas",76708,8.8,1.3,14,2,62,15,0,0,0,"quickservice",0.40477,1.019,0,0
22501,"Kansas",67031,17.2,1.7,37,1,10,14,0,0,1,"quickservice",0.53315,1.088,0,1
63820,"Mississippi",39365,5.2,0.5,24,4,96,38,1,0,0,"quickservice",0.33491,0.678,0,1
15946,"Missouri",64432,0.5,0,6,2,50,14,0,0,1,"fastcasual",0.39167,0.325,0,0
71178,"Ohio",43035,47.9,2.9,9,2,109,35,0,1,0,"quickservice",1.01295,2.509,0,1
57384,"Florida",33309,79.7,8,40,2,94,17,0,0,0,"quickservice",0.45968,1.414,0,1
3280,"Pennsylvania",15864,50.8,24.1,13,2,148,24,0,0,0,"quickservice",0.46597,0.87,0,1
38072,"New York",13413,49.6,3,42,2,72,28,0,0,1,"fastcasual",0.64366,1.571,0,1
44355,"Wisconsin",53057,85.5,2.6,40,1,64,20,0,0,0,"fastcasual",0.614,1.663,0,1
67233,"Illinois",60516,78.2,7.8,4,2,66,12,0,0,0,"quickservice",0.85227,3.23,0,1
21386,"Georgia",30274,88.4,8.8,35,4,243,35,0,1,0,"other",0.3792,0.86,0,1
45002,"Texas",78619,9.7,1.5,20,1,144,39,1,0,1,"quickservice",0.87228,3.407,1,0
42929,"Colorado",80223,84.7,8.5,28,2,147,38,1,0,1,"other",0.38945,1.633,0,1
65607,"Missouri",63025,86.2,2.6,25,1,20,3,0,0,0,"quickservice",0.86412,2.333,0,1
1323,"Florida",34685,48.7,9.7,23,2,73,34,1,0,0,"fastcasual",0.70798,2.713,0,0
26517,"Iowa",52560,0,0,34,3,51,28,0,1,0,"fastcasual",0.53472,0.91,0,1
61063,"Kansas",67651,0,0,38,1,94,30,0,1,0,"quickservice",0.42778,0.338,0,1
66521,"Florida",33186,86.3,8.6,11,1,26,29,0,1,0,"quickservice",0.63834,2.142,0,0
69469,"Montana",59802,10,0.8,17,2,109,25,0,1,0,"fastcasual",0.37931,2.279,0,0
47401,"Illinois",60510,59.4,6,26,1,152,41,0,1,0,"quickservice",0.90864,2.856,0,1
17117,"Tennessee",38344,63.8,1.9,31,2,12,35,1,0,0,"quickservice",0.32979,0.864,0,1
29532,"New Jersey",7842,100,10,10,4,306,37,0,1,0,"quickservice",1.60644,4.258,1,0
52898,"Colorado",80033,84.5,8.5,19,4,356,17,0,1,0,"other",0.47841,2.35,1,1
61602,"Georgia",31707,45.6,2.7,27,1,170,36,1,0,0,"fastcasual",0.34654,1.112,0,1
66388,"Florida",34957,84.6,8.5,47,1,150,5,0,0,0,"quickservice",0.44487,2.026,0,0
38067,"Oklahoma",73071,45.9,2.8,17,1,30,31,0,1,0,"fastcasual",0.44654,1.265,0,1
31930,"Ohio",44104,49.4,3,12,1,26,40,1,0,0,"fastcasual",0.14603,0.598,0,1
12444,"Michigan",49315,76.7,5.1,36,4,166,7,0,0,0,"fastcasual",0.64696,1.786,0,1
42366,"Kansas",67211,92.3,9.2,28,4,108,18,0,0,0,"quickservice",0.30979,0.693,0,1
20270,"California",92688,49.1,2.9,16,2,262,25,0,1,0,"other",0.98821,4.748,0,1
70327,"Texas",75961,12.5,1,32,1,49,39,0,1,0,"fastcasual",0.29413,0.88,0,1
50017,"Texas",75181,40.2,2.5,34,1,70,28,1,0,0,"quickservice",0.73879,1.444,0,1
17739,"Utah",84124,92,9.2,18,3,58,27,0,1,0,"quickservice",0.74621,3.134,0,1
38397,"District of Columbia",20001,96.1,48.1,17,2,80,30,0,1,0,"other",0.78848,4.953,1,1
36530,"Texas",79936,10,1.5,16,2,49,24,0,1,0,"quickservice",0.52024,1.217,0,1
58928,"Illinois",60060,65.9,6.6,1,4,344,12,0,0,1,"fastcasual",0.80069,2.459,0,1
15783,"California",95503,0.1,0,4,2,94,34,1,0,0,"quickservice",0.47537,2.799,0,1
49770,"California",95531,97.1,2.9,14,2,88,27,1,0,1,"quickservice",0.39486,1.997,0,0
71202,"Mississippi",39071,49.1,4.9,23,1,12,30,0,1,0,"fastcasual",0.39974,1.132,0,0
42483,"Arkansas",72956,80.2,8,27,1,74,16,1,0,0,"quickservice",0.38323,1.055,0,0
64873,"Wisconsin",54423,72.9,2.2,35,1,103,21,0,0,0,"quickservice",0.65223,1.784,0,0
9808,"Georgia",31787,17.2,1,31,2,65,9,0,0,0,"other",0.29535,0.821,0,1
2208,"Indiana",47018,32,1.2,28,2,74,17,0,0,0,"quickservice",0.54796,1.501,0,0
62845,"California",92672,50,3,18,2,59,15,0,0,0,"other",0.75681,7.041,0,0
46863,"Virginia",22654,5.5,0.8,33,5,442,29,1,0,0,"quickservice",0.9416,3.396,0,0
11455,"Illinois",60632,90.1,9,3,2,44,15,0,0,0,"other",0.38545,1.778,0,1
61966,"Virginia",24085,12.3,2.5,41,1,10,27,1,0,0,"quickservice",0.50107,1.191,0,1
23529,"Texas",77072,60.3,6,35,1,12,37,1,0,1,"quickservice",0.35462,0.941,0,1
61343,"California",90008,50,3,8,3,45,9,0,0,1,"other",0.3821,4.475,0,0
35748,"North Carolina",28630,100,3,25,2,49,9,0,0,0,"fastcasual",0.412,1.058,0,1
28511,"Washington",98225,90.5,9,20,3,101,40,1,0,0,"quickservice",0.35765,2.876,0,0
49782,"Texas",77706,10,1.5,6,2,63,8,0,0,0,"quickservice",0.559,1.594,0,1
73411,"California",91803,96.7,2.9,9,1,30,9,0,0,0,"quickservice",0.55659,4.91,0,0
28229,"Maryland",21244,74.5,7.5,12,1,14,21,0,0,0,"fastcasual",0.59494,2.164,0,0
63587,"Texas",75119,43.9,1.3,27,1,24,9,0,0,0,"quickservice",0.44808,1.102,0,0
25652,"Arkansas",72063,2.7,0.2,15,1,20,9,0,0,1,"quickservice",0.40052,0.864,0,0
42859,"Ohio",45030,47.7,2.9,32,1,214,15,0,0,0,"fastcasual",0.6196,1.48,0,1
39585,"Florida",32087,50.9,5.1,30,1,120,14,0,0,0,"quickservice",0.35509,0.956,0,1
5723,"Pennsylvania",17936,50,1.5,16,3,38,35,0,1,0,"quickservice",0.40833,0.91,0,1
2911,"Georgia",30087,87.1,8.7,38,2,94,20,0,0,0,"quickservice",0.68063,1.603,0,1
59504,"Hawaii",96732,37.3,2.2,24,1,12,34,0,1,0,"quickservice",0.62981,4.888,0,1
64317,"Kansas",67454,0,0,6,1,32,13,0,0,0,"other",0.34511,0.576,0,0
19920,"Alabama",35555,21.9,2.2,21,1,142,9,0,0,0,"quickservice",0.34026,0.803,0,1
61355,"Texas",75206,50,3,16,4,523,12,0,0,0,"fastcasual",0.52192,2.68,0,0
66161,"Texas",78201,10,1.5,18,1,30,10,0,0,0,"quickservice",0.35282,0.832,0,0
49181,"New Jersey",8850,93.9,24.4,6,4,144,9,0,0,0,"quickservice",0.9712,3.583,0,0
412,"Illinois",60706,93.3,9.3,12,4,179,27,0,0,1,"other",0.49325,2.587,0,1
16888,"Delaware",19805,76.5,38.2,9,2,102,30,0,1,0,"other",0.4198,1.771,0,1
17941,"Alabama",36801,88.9,2.7,11,4,56,23,1,0,0,"quickservice",0.37451,1.437,0,0
37151,"New York",10467,100,10,36,1,54,14,0,0,1,"other",0.36048,3.695,0,1
43648,"Texas",78752,10,1.5,18,3,84,39,0,1,0,"quickservice",0.34716,1.639,0,1
12185,"Pennsylvania",15054,7.5,3.7,16,5,142,4,0,0,1,"other",0.5462,0.63,0,1
20726,"California",90803,97.6,2.9,10,4,244,26,0,1,0,"fastcasual",0.72653,6.917,0,1
43901,"New York",10301,50.1,3,28,1,4,14,0,0,0,"other",0.56848,4.023,0,1
38445,"Pennsylvania",16059,50.9,5.7,29,1,10,15,0,0,0,"quickservice",0.6416,2.017,0,1
71207,"Pennsylvania",18249,47.3,1.5,30,1,74,29,0,1,1,"quickservice",0.65795,2.115,0,1
5419,"Virginia",24437,48.5,2.9,26,1,60,44,1,0,0,"quickservice",0.9608,3.489,0,1
10295,"Tennessee",37014,61.8,5.5,30,1,24,39,1,0,0,"quickservice",0.67262,3.524,0,0
44016,"Texas",75662,7.7,0.6,13,2,183,38,0,1,0,"quickservice",0.46462,0.942,0,1
6499,"Florida",33579,23.7,4.7,8,1,64,13,0,0,0,"quickservice",0.76333,1.463,0,0
35108,"Pennsylvania",18630,38,2.6,15,3,148,10,0,0,0,"quickservice",0.49808,1.567,0,1
4432,"California",91709,46.5,2.8,29,2,157,28,0,1,0,"quickservice",0.96497,4.762,0,1
37843,"Idaho",83702,38.2,1.1,23,2,34,27,1,0,0,"quickservice",0.43775,2.861,0,1
45488,"Texas",77042,45,4.5,38,2,123,7,0,0,0,"quickservice",0.46159,2.119,0,1
25105,"Iowa",50125,6.4,0.9,30,1,72,33,1,0,1,"fastcasual",0.59072,1.636,0,1
72667,"Nebraska",68948,2.7,0.1,16,3,104,15,0,0,0,"quickservice",0.50375,1.286,0,1
3503,"Kansas",66097,13.5,2,19,2,57,13,0,0,1,"quickservice",0.49091,1.104,0,1
36430,"Georgia",30152,76.5,7.6,20,4,204,23,0,1,0,"quickservice",0.74559,2.099,0,1
14022,"Massachusetts",2764,97.2,42.8,18,2,37,18,0,1,0,"other",0.79615,3.055,0,1
49362,"California",92660,48.5,2.9,13,2,128,22,0,0,0,"quickservice",1.11109,10.00001,0,1
33210,"Virginia",24087,84.3,5.1,30,1,20,15,0,0,0,"quickservice",0.43142,1.026,0,1
28559,"Georgia",30054,93,6,19,1,113,6,0,0,0,"fastcasual",0.60798,1.629,0,1
55039,"New York",14105,48.1,2.9,40,1,4,36,0,1,0,"quickservice",0.56474,0.962,0,1
41845,"California",91423,50,3,24,3,111,28,1,0,0,"quickservice",0.74011,7.553,0,1
41319,"Florida",32812,50,10,20,3,276,17,0,0,1,"other",0.45934,1.748,0,1
33122,"Michigan",49070,67.3,2,23,2,140,42,1,0,0,"quickservice",0.49213,1.212,0,1
10934,"Ohio",43229,50,3,22,1,94,24,0,1,0,"quickservice",0.37518,1.228,0,0
35497,"New Jersey",8003,87.9,43.9,20,1,24,25,0,0,0,"fastcasual",1.09752,3.058,0,1
51296,"California",94580,74.5,18.6,3,2,61,34,0,1,0,"fastcasual",0.71098,3.439,0,0
66306,"Utah",84643,0,0,2,1,67,22,0,0,0,"fastcasual",0.55,1.558,0,1
38179,"Ohio",43920,77.1,38.4,30,1,14,23,0,0,0,"other",0.35817,0.824,0,1
38928,"Louisiana",71046,65.2,6.5,29,1,74,36,0,1,0,"quickservice",0.41825,0.844,0,0
23540,"Iowa",50001,3,0.5,23,1,57,28,0,1,0,"fastcasual",0.46908,1.57,0,1
30974,"Ohio",45011,48.7,2.9,31,2,59,18,0,0,0,"other",0.60757,1.784,0,1
21409,"Ohio",45459,49.9,3,32,1,84,14,0,0,1,"quickservice",0.66046,1.828,0,0
36005,"Maryland",21220,81.6,8.2,24,1,80,18,0,0,0,"quickservice",0.61672,2.021,0,0
55890,"Texas",79561,0.2,0,20,3,78,14,0,0,1,"quickservice",0.46154,0.691,0,1
54715,"California",94520,78.9,19.7,13,5,88,14,0,0,0,"quickservice",0.47313,2.494,0,0
14297,"Georgia",30045,90.4,7.2,47,3,26,28,1,0,1,"quickservice",0.71401,1.63,0,1
56614,"Kansas",67431,0,0,46,1,34,12,0,0,0,"quickservice",0.54276,1.36,0,1
16081,"Arizona",85120,20.8,1.7,27,1,92,6,0,0,0,"quickservice",0.34077,0.663,0,1
33704,"Florida",33604,50,10,25,2,210,33,0,1,0,"other",0.32091,1.113,0,0
1861,"Georgia",30646,64,1.9,30,2,142,30,1,0,0,"quickservice",0.42641,1.432,0,1
47101,"Indiana",47024,14.1,0.5,40,2,279,5,0,0,1,"other",0.38385,0.928,0,1
6649,"New York",11104,49.3,4,19,1,22,38,0,1,0,"quickservice",0.56059,4.218,0,1
29886,"West Virginia",25977,6.1,0.2,24,1,12,24,0,0,0,"quickservice",0.32938,0.568,0,0
39537,"Pennsylvania",19144,91.3,45.6,16,2,58,30,1,0,0,"quickservice",0.29961,1.151,0,0
35390,"Maryland",20744,72.8,7.3,26,4,160,2,0,0,0,"fastcasual",0.90248,2.993,1,0
40051,"Texas",75229,49.6,3,5,3,226,26,0,0,1,"fastcasual",0.70625,2.724,0,0
72234,"Texas",79540,0,0,29,2,84,29,0,1,0,"quickservice",1.16563,0.66,0,1
5141,"New York",10588,99.7,10,28,1,84,15,0,0,0,"quickservice",0.71686,3.463,0,0
30415,"Nebraska",68378,3.3,0.3,30,1,4,34,1,0,0,"quickservice",0.50288,0.893,0,1
20896,"Arizona",86403,15.2,1.2,23,1,14,24,0,1,0,"quickservice",0.39751,1.662,0,1
37275,"Pennsylvania",18054,71.3,35.3,6,4,52,23,0,0,0,"fastcasual",0.7163,2.868,0,1
18468,"Florida",32686,1.3,0.2,20,5,484,12,0,0,0,"quickservice",0.40162,1.426,0,0
2070,"Pennsylvania",19144,91.3,45.6,25,1,234,33,1,0,0,"quickservice",0.29961,1.151,0,1
37762,"Minnesota",56373,17.5,0.9,9,1,120,17,0,0,1,"quickservice",0.55,1.723,0,0
9149,"Indiana",46060,57.8,5.8,11,3,72,12,0,0,0,"quickservice",0.58526,1.597,0,1
1451,"Florida",33076,43,3.7,28,1,54,36,1,0,0,"quickservice",1.07318,3.907,0,0
47425,"Florida",32246,79.1,7.9,28,1,44,11,0,0,0,"quickservice",0.51371,1.413,0,1
8285,"Alabama",36116,99,3,24,4,331,6,0,0,1,"fastcasual",0.42861,1.102,0,1
22518,"New Jersey",8069,97,48.5,12,1,54,35,0,1,0,"other",0.44029,1.548,0,1
45453,"Ohio",45157,48.1,2.9,27,1,37,17,0,0,0,"quickservice",0.53576,1.44,0,0
63277,"New York",14450,50,3,24,1,40,35,1,0,0,"quickservice",0.76552,1.864,0,1
65128,"Maine",4605,32.1,1.9,15,3,118,22,0,0,1,"quickservice",0.4888,1.771,0,1
17581,"California",92532,38.7,2.4,12,1,24,27,1,0,0,"other",0.81807,2.344,0,1
19241,"Indiana",46186,40.6,4.1,6,1,22,16,0,0,0,"other",0.668,1.57,0,0
